Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Customer_Age,Customer_Loyalty_Tier,Location,Store_ID,Product_SKU,Product_Category,Purchase_Amount,Payment_Method,Device_Type,IP_Address,Fraud_Flag,Footfall_Count
7f17d12b-247c-406b-af96-a06c9a3084d7,c9bbcfa4-4833-47bc-8af6-da96cf1854be,2025-02-27,23:34:27,48,Bronze,Monte Carlo,BOUTIQUE-NYC,COSMIC-HIGHLIGHT-06,Eyeliner,236.14,Gift Card,Laptop,181.147.20.42,0,459
d2da08af-339c-4aca-b394-7c0c7ea533e0,a762e7db-60bf-4686-933e-43c5f7607b8f,2025-08-05,17:24:52,47,Gold,Hong Kong,CONCESSION-SINGAPORE,ORION-CONCEAL-09,Mascara,83.34,Mobile Payment,Desktop,84.252.59.197,0,407
68a22959-f627-45df-b998-0c98a47c3f75,2a264e4f-5075-44ad-a783-c62c5c9671e2,2025-07-31,07:15:29,59,Silver,New York,BOUTIQUE-DUBAI,LUNAR-MASC-02,Lipstick,83.25,Debit Card,Mobile,73.233.159.227,0,184
a7539ea1-542a-4de6-b240-8e8c3475de95,879563bb-cb51-4657-bddb-e2776d25bcd2,2025-07-29,11:09:17,52,Bronze,Miami,BOUTIQUE-NYC,SOLAR-BLUSH-04,Setting Spray,55.59,Gift Card,Laptop,58.208.148.219,0,478
b52f7e41-9007-488e-80ce-0f8abc2762e4,3f717cbb-9786-418b-af24-76b45d8e8421,2025-03-11,06:59:56,24,VIP,Tokyo,CONCESSION-LONDON,ORION-CONCEAL-09,Serum,62.45,Credit Card,Tablet,49.35.243.188,0,147
ff349104-e0dd-4eae-8c8b-efd98dfbe7c2,46d27e8e-4368-4e46-83e2-83e353e3e8cb,2025-03-01,23:48:07,33,Bronze,Cannes,BOUTIQUE-NYC,AURORA-LIP-01,Eyeshadow Palette,115.92,Debit Card,Mobile,46.6.251.53,0,290
6590aeea-81a1-4411-9d9c-691b8c2e8133,e6d5dfb1-090b-4c4e-904e-0d879a9fd5e3,2025-05-28,01:51:42,43,None,New York,FLAGSHIP-LA,LUNAR-MASC-02,Setting Spray,66.25,Debit Card,Mobile,102.224.43.61,0,94
5f37f294-90f1-4064-aaff-2a2216a3651b,2064aafd-bc3c-4c14-bb61-7d4e4a2477b3,2025-05-11,13:39:49,65,VIP,New York,FLAGSHIP-PARIS,GALAXIA-SET-08,Highlighter,142.22,Debit Card,Mobile,37.202.205.52,0,248
f7c00263-e6ad-4149-9300-ce3bb8c575ac,63706021-ccac-4575-82bf-74e2ba910e45,2025-03-13,00:15:13,19,Bronze,Singapore,BOUTIQUE-DUBAI,ORION-CONCEAL-09,Blush,258.19,Mobile Payment,Laptop,190.86.33.186,0,340
2a53cb73-4276-458f-9c3b-2c90f53f8293,f7091e87-532c-436a-9b5a-d63185db2223,2025-04-18,02:06:38,18,Bronze,Singapore,POPUP-MILAN,ECLIPSE-EYE-10,Mascara,131.58,Debit Card,Desktop,250.101.173.102,0,485
f7555df6-0354-416f-bb9f-0f806d8ad679,5e16a282-073c-40ec-94ce-5ce371709d59,2025-04-04,01:28:38,,Bronze,Cannes,FLAGSHIP-PARIS,COSMIC-HIGHLIGHT-06,Eyeshadow Palette,231.96,Mobile Payment,Desktop,153.206.62.119,0,163
ef08cab6-6227-4ea6-933d-765275a2675c,3558f701-b2a8-48f4-bf60-d0cd40ef5095,2025-04-03,21:45:55,,Bronze,Shanghai,FLAGSHIP-LA,NEBULA-SERUM-07,Eyeliner,73.48,Debit Card,Tablet,215.217.255.142,0,326
8b211f38-3bcc-4e10-9c39-d9036a385dfc,9b0e751c-8760-4f29-adad-71657841d81e,2025-07-01,01:15:47,,Bronze,Dubai,FLAGSHIP-LA,ORION-CONCEAL-09,Highlighter,214.84,Mobile Payment,Laptop,196.139.204.182,0,290
04b78d62-fa9c-4ac5-a560-be0f4996af16,75d23b44-f96f-4a9b-92cf-638cca3de931,2025-06-08,01:25:28,54,Gold,Paris,BOUTIQUE-DUBAI,ECLIPSE-EYE-10,Blush,129.19,Gift Card,Mobile,122.207.248.142,0,205
a8b876a6-3e76-4728-84b2-2752a117aa76,e20500ab-7712-4017-8056-a06f9b02a3c9,2025-03-21,07:34:13,49,Bronze,Sydney,BOUTIQUE-DUBAI,LUNAR-MASC-02,Eyeshadow Palette,237.44,Mobile Payment,Tablet,38.232.55.62,0,401
c313fb34-2d9b-4b00-8947-4abcbec12119,e097cf0e-5317-489a-b056-1c8f21ad1974,2025-06-02,01:08:32,26,Silver,Zurich,POPUP-TOKYO,AURORA-LIP-01,Eyeliner,84.06,Mobile Payment,Tablet,65.250.254.118,0,93
15b21bba-d004-4d8c-9639-755ed281df83,6be1cd34-3471-42a5-8372-9f9b9cd4de71,2025-04-01,09:14:52,,VIP,Miami,FLAGSHIP-ROME,NEBULA-SERUM-07,Setting Spray,274.47,Gift Card,Desktop,161.68.15.50,0,129
691794eb-36c8-4f81-babe-e9e351063141,fad4acfe-73ff-4149-87b3-33d7d5f27e09,2025-04-26,23:36:20,52,Gold,Cannes,FLAGSHIP-ROME,CELESTE-EYE-05,Highlighter,110.64,Debit Card,Mobile,189.27.34.255,0,361
650515ee-fe7d-4faa-8dd9-8ff915d0e4cf,a16df095-7931-4fe3-989b-80252c46c95b,2025-06-12,18:38:49,36,Silver,Shanghai,FLAGSHIP-PARIS,AURORA-LIP-01,Concealer,138.28,Gift Card,Mobile,174.13.91.195,0,187
96999259-b3e0-4dc5-a5c3-806c5896d557,65e69e9a-fcb9-48d7-b7e6-f2e044a3a1af,2025-04-18,21:52:20,65,None,Shanghai,POPUP-MILAN,GALAXIA-SET-08,Eyeliner,287.55,Debit Card,Laptop,155.167.78.155,0,200
a0e0df6f-da1c-4022-ba48-22ebebb176bc,f83df900-cb0a-4799-861e-5d8da42f13ea,2025-03-05,07:19:56,33,Silver,Sydney,BOUTIQUE-NYC,ECLIPSE-EYE-10,Blush,194.62,Mobile Payment,Laptop,160.49.39.252,0,481
59b0eef6-8c44-47cb-9ff6-0a5d54e19b67,3c4b0f5a-6380-432c-add8-e418056030ae,2025-06-07,04:42:33,20,Silver,Shanghai,FLAGSHIP-LA,ORION-CONCEAL-09,Concealer,141.44,Debit Card,Laptop,203.238.103.150,0,485
ab61bed6-240a-4108-9355-f7c2a85d9cdb,72a03ccb-f535-401e-908f-880059b338f8,2025-07-04,07:26:19,37,Silver,Dubai,FLAGSHIP-LA,ORION-CONCEAL-09,Concealer,287.4,None,Tablet,170.254.251.133,0,291
dde09971-b0b9-43f2-a02f-33905543fad7,42dba676-76e3-4a19-8e6d-97ea97f8db8a,2025-03-11,08:03:35,41,None,Shanghai,POPUP-TOKYO,STELLAR-FOUND-03,Lipstick,132.27,Debit Card,Mobile,139.175.9.16,0,192
e8c74802-f25d-443d-8178-0c8e025ec6d2,146ca4b2-4edc-42fa-862d-5f2dbd0daa0c,2025-02-26,18:56:47,50,Platinum,Zurich,FLAGSHIP-PARIS,COSMIC-HIGHLIGHT-06,Blush,73.72,Mobile Payment,Desktop,254.220.60.196,0,360
161902f4-b878-418b-9032-06e7d8bc8b62,ccee5506-d780-4aee-9fe8-7ef7d929d4b7,2025-07-30,05:40:43,41,Silver,Rome,FLAGSHIP-PARIS,GALAXIA-SET-08,Concealer,299.21,Mobile Payment,Tablet,116.161.192.226,0,348
f4eab15b-10fd-4b23-a373-b31d125b4ecc,d8af302b-2700-4b4e-8432-f2c889916bfe,2025-07-02,13:35:31,28,Bronze,Sydney,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Setting Spray,116.96,Credit Card,Tablet,118.18.16.90,0,99
1c76a4fb-2703-4116-9b8e-0288d820f406,9dd09fc6-d796-4e00-9bca-5da74d7579df,2025-02-17,01:22:41,25,None,Dubai,BOUTIQUE-DUBAI,ORION-CONCEAL-09,Highlighter,262.81,Debit Card,Desktop,143.155.84.251,0,311
eed951bc-22a0-468c-a8db-67836cc6c3fa,ce63d293-d377-430c-b4dc-45eb366490e6,2025-03-09,21:24:50,53,Silver,Paris,POPUP-MILAN,CELESTE-EYE-05,Highlighter,91.39,Debit Card,Desktop,111.68.159.199,0,210
03b0252d-d657-4c51-8e09-450521301e8e,b52ffb7c-edbd-4971-aa56-8e12649a3868,2025-04-15,16:20:44,55,Gold,Rome,BOUTIQUE-DUBAI,NEBULA-SERUM-07,Setting Spray,232.84,None,Laptop,125.56.251.240,0,111
faf63866-6845-4a0f-9add-e52315686761,dac4abbc-e051-45b1-96b8-20d8c16a7fd5,2025-03-28,13:26:09,57,Gold,Rome,POPUP-MILAN,GALAXIA-SET-08,Lipstick,181.11,Mobile Payment,Desktop,122.80.28.200,0,104
67232ffe-b1e9-43ba-bb7c-05efdc870d75,448a6b76-d4c2-488d-885b-db63593bd0e2,2025-05-29,09:24:11,37,Gold,Cannes,CONCESSION-LONDON,LUNAR-MASC-02,Mascara,295.23,Mobile Payment,Desktop,68.253.193.180,1,472
59ae29ac-e913-4a1a-aef2-c7fec3ae0a09,2c41bc38-a407-44c1-a802-5c2216354294,2025-06-18,17:30:15,52,Bronze,Miami,CONCESSION-SINGAPORE,CELESTE-EYE-05,Lipstick,188.21,Credit Card,Desktop,197.145.164.31,0,445
edf46203-6702-429e-a4a7-b823aff255bd,b3397281-f375-4b00-b1b7-5e57fd5ebb22,2025-06-17,07:19:54,65,Silver,Cannes,FLAGSHIP-ROME,NEBULA-SERUM-07,Highlighter,56.25,Credit Card,Desktop,8.23.65.187,0,421
13ebb297-fda5-4422-bcc5-39e1e0af2a0e,1efea057-7a2c-4f11-b5dd-8d45e79b8a36,2025-04-09,22:09:51,42,Silver,Sydney,FLAGSHIP-ROME,SOLAR-BLUSH-04,Mascara,200.97,Gift Card,Laptop,90.13.174.194,0,80
1300223c-65a7-4e45-958e-503bd4dd05e5,d4880358-4d8e-401f-8722-63d706e57ead,2025-05-27,14:58:03,52,Bronze,Shanghai,POPUP-MILAN,COSMIC-HIGHLIGHT-06,Lipstick,86.33,Mobile Payment,Tablet,25.219.176.182,0,379
267e01e1-7d43-4f07-9ef0-22a177017388,94551012-2b77-4e57-a10d-427fb9d4e016,2025-03-01,17:26:26,42,None,Paris,FLAGSHIP-ROME,GALAXIA-SET-08,Concealer,249.64,Gift Card,Mobile,106.179.28.125,0,486
ec6630f1-6aee-418b-858e-cc8ac080fa11,4b9aed17-907f-4b72-ac27-6294e78c33c6,2025-03-28,17:33:08,46,None,Dubai,BOUTIQUE-DUBAI,ECLIPSE-EYE-10,Mascara,264.14,Debit Card,Mobile,64.120.159.43,0,339
8a7ded0f-3a66-404e-9724-6343fdb49e4b,fdbaa5c5-84ab-4357-b3d3-022bf7ffb76d,2025-05-22,12:15:16,35,Bronze,Tokyo,FLAGSHIP-LA,AURORA-LIP-01,Highlighter,170.52,Gift Card,Tablet,234.33.156.58,0,218
b933d945-077e-4647-9a97-bf696c5171d7,94a75458-f936-4206-9099-bd5dfe6fc3f5,2025-02-14,06:21:41,63,Silver,Shanghai,BOUTIQUE-DUBAI,NEBULA-SERUM-07,Setting Spray,245.81,Credit Card,Mobile,87.86.10.166,0,315
1bf7a9c3-359f-485c-a890-44dbfa37b93e,241dd6a7-5abd-4589-a8ce-6d318ef75b00,2025-05-24,02:59:28,35,Bronze,Los Angeles,POPUP-MILAN,LUNAR-MASC-02,Serum,86.28,Credit Card,Mobile,10.235.216.215,0,357
5124110a-1662-4f59-a852-2cc1bb461775,720ea923-780b-4629-baa4-0406be372e49,2025-04-22,11:05:34,19,Bronze,Cannes,FLAGSHIP-PARIS,ORION-CONCEAL-09,Concealer,173.02,Credit Card,Tablet,69.10.240.11,0,234
b20cd7a1-17f8-49a2-aca9-64f8a28e533c,8c353583-633a-4e12-85f6-eae80d30aed8,2025-06-10,23:53:12,52,Bronze,Tokyo,BOUTIQUE-DUBAI,AURORA-LIP-01,Concealer,148.49,None,Mobile,253.162.193.199,0,383
04db0293-ab87-4ae4-b6a6-46f75ff40c71,f9f32d36-e990-412c-bb46-66492919e9ea,2025-04-28,01:17:24,33,VIP,Monte Carlo,FLAGSHIP-ROME,CELESTE-EYE-05,Serum,202.83,Gift Card,Mobile,83.50.250.51,0,52
1077cdcc-a9f8-44d9-963a-135ff7c4ad8d,626903fd-c9c1-402d-a018-2c5e37bb7bee,2025-06-02,21:38:38,58,Gold,Dubai,POPUP-TOKYO,COSMIC-HIGHLIGHT-06,Eyeliner,61.12,Gift Card,Tablet,177.105.172.254,0,490
64d57d5c-8d30-4424-8468-c9c11575cb3b,cda792e3-99ec-4492-a1d8-0216012fdd2f,2025-08-11,01:55:04,53,VIP,Dubai,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Foundation,238.03,Gift Card,Mobile,129.173.85.153,0,210
98151d27-0a5c-4c9b-a915-265af993d337,41a6ae7f-51ce-4a09-bae8-50f062452bbc,2025-07-06,06:51:48,50,Silver,San Francisco,FLAGSHIP-LA,AURORA-LIP-01,Eyeshadow Palette,69.78,Credit Card,Desktop,94.223.103.254,0,440
37344d7c-a274-4d15-abbd-b867af13155e,294c3bf6-b80e-49dc-8fe3-0151a7d113e1,2025-08-02,18:46:42,21,Bronze,San Francisco,FLAGSHIP-ROME,LUNAR-MASC-02,Blush,214.12,Credit Card,Tablet,163.38.109.147,0,309
3c687adc-64ab-4f78-ac3c-1567b8828d84,7ce853c8-c410-4339-9410-12fa2e9a3c8f,2025-06-18,17:13:30,50,Silver,London,POPUP-TOKYO,NEBULA-SERUM-07,Lipstick,54.61,Mobile Payment,Laptop,68.24.152.205,1,472
0ccfeecc-f401-4079-b8a1-f4d4205e1a64,de896b98-5a89-4700-a058-35c07665411e,2025-03-25,06:55:58,31,Silver,Shanghai,POPUP-MILAN,ECLIPSE-EYE-10,Foundation,257.97,Mobile Payment,Mobile,206.115.47.48,0,97
36bdce5e-20db-4da1-b2b6-577593e69b30,5cd6e8c8-8e80-4848-9e81-678e0ca7aaf0,2025-04-03,10:19:58,38,Gold,Rome,CONCESSION-LONDON,SOLAR-BLUSH-04,Lipstick,93.67,Credit Card,Laptop,152.172.139.34,0,303
db22e097-76a9-44b8-8409-5a9f31ca46e0,ca5358ff-70c3-4ead-b659-1aeaa6748037,2025-04-30,00:13:59,65,Bronze,Rome,POPUP-TOKYO,ORION-CONCEAL-09,Foundation,178.87,Mobile Payment,Mobile,146.243.218.107,0,123
26a0dcef-264b-4788-adc6-f3d2d8699003,fc419940-ce62-4914-8f64-6486e7447c38,2025-04-10,06:47:07,,Silver,Sydney,CONCESSION-SINGAPORE,COSMIC-HIGHLIGHT-06,Mascara,115.37,Debit Card,Desktop,89.39.154.153,0,384
50c54a3b-3c87-4b2c-b2d5-97e9f807189d,b75295b1-1705-4818-8a36-aaab004355c3,2025-02-28,23:48:30,25,Bronze,Milan,CONCESSION-LONDON,AURORA-LIP-01,Setting Spray,230.66,Debit Card,Tablet,111.160.102.212,0,449
45171e93-e958-4442-966b-3734f7272417,ea1992d2-2a74-40cb-87aa-f1a653183ece,2025-07-12,07:44:38,24,Bronze,Hong Kong,BOUTIQUE-NYC,COSMIC-HIGHLIGHT-06,Blush,130.34,None,Laptop,103.128.232.92,0,215
ad1d013f-930c-4da9-8be8-407e8e6d2683,eb3ba1f6-ca44-4a68-ab82-fec866df7021,2025-07-02,22:13:25,20,Gold,Cannes,FLAGSHIP-LA,COSMIC-HIGHLIGHT-06,Blush,231.15,Gift Card,Tablet,226.9.95.255,0,309
225b3db7-011a-42a1-b824-49e633d782bf,29aac3e9-2cae-4065-9ab2-d669b64107ba,2025-03-01,07:35:20,34,Silver,Las Vegas,FLAGSHIP-ROME,COSMIC-HIGHLIGHT-06,Lipstick,121.22,Debit Card,Laptop,55.239.137.222,0,53
4fc07525-732b-4f5a-830a-f8a082b582ca,00c1bab9-a602-452f-ba78-48e7f0eade27,2025-05-05,09:24:29,50,Bronze,Geneva,BOUTIQUE-NYC,NEBULA-SERUM-07,Serum,238.12,Debit Card,Mobile,240.30.102.186,0,425
9cdf6583-398a-459b-9294-1f3358b6a1f1,8b6a82a0-94f7-4913-8b2f-8ff10f38b5cd,2025-02-28,17:41:22,65,Bronze,Cannes,BOUTIQUE-DUBAI,COSMIC-HIGHLIGHT-06,Mascara,57.65,Gift Card,Desktop,119.75.123.77,0,168
39cd802d-6d8b-479c-bac2-9760119aa418,c20be47f-0a8e-4e11-997d-39dde291e88f,2025-02-26,09:16:23,29,Silver,Hong Kong,POPUP-MILAN,SOLAR-BLUSH-04,Eyeliner,120.83,Mobile Payment,Laptop,192.153.222.210,0,460
27103bbe-70f5-4c17-8e85-cbebf3d644b7,ad4b142e-d00b-4d44-b999-341c0595fbc6,2025-07-13,16:56:31,39,Gold,Paris,FLAGSHIP-LA,CELESTE-EYE-05,Blush,174.66,Gift Card,Laptop,82.32.104.211,0,322
edadc863-edc3-4964-866b-56e41aac52cd,37eea743-b7d8-4ba2-a152-7b12560069d0,2025-06-16,14:06:51,39,Platinum,Shanghai,FLAGSHIP-PARIS,LUNAR-MASC-02,Eyeshadow Palette,61.26,Mobile Payment,Desktop,69.146.82.131,0,275
f6156cf0-6d99-4331-88ff-a8a564e797c1,62a518d2-73c8-41b7-b3c7-bc7c32e3544e,2025-06-22,23:30:48,,VIP,Paris,CONCESSION-LONDON,ECLIPSE-EYE-10,Lipstick,96.51,Mobile Payment,Desktop,176.120.207.122,0,401
6ea4c0ac-2126-4d4c-854d-033624bb8c8c,8fd16f5b-52bb-47d5-ae12-1c1edd62f9be,2025-06-29,10:58:13,47,Gold,Las Vegas,FLAGSHIP-PARIS,SOLAR-BLUSH-04,Concealer,283.63,Gift Card,Desktop,30.76.98.14,0,119
5d2b5d96-e4c5-43be-8a29-86d36c2470df,47444002-8c17-41ad-a8ba-d0bcab10c8b7,2025-03-26,11:20:26,,Bronze,Monte Carlo,BOUTIQUE-NYC,ECLIPSE-EYE-10,Eyeshadow Palette,294.21,Mobile Payment,Desktop,63.158.237.248,0,231
e19bf7dd-830e-4710-8cff-2ebc4912ae55,537a6c4c-b427-4f4e-8a45-6943ceeb978a,2025-02-28,01:36:55,55,Gold,London,POPUP-TOKYO,LUNAR-MASC-02,Highlighter,234.94,Debit Card,Desktop,144.223.216.18,0,402
f3cdd43e-d6ec-43e0-b0ad-6706e40c3202,2f1551ad-910e-424f-a886-b828076b5ef4,2025-06-24,07:47:09,62,Silver,Paris,POPUP-TOKYO,CELESTE-EYE-05,Lipstick,113.05,Credit Card,Tablet,52.81.139.69,0,313
8f963d40-b4b1-4952-8560-2e12c66a16e7,0c4ed1c8-2bcc-4a89-b433-588fe44a3c78,2025-03-06,00:16:35,25,Bronze,Zurich,POPUP-MILAN,GALAXIA-SET-08,Lipstick,115.13,Mobile Payment,Mobile,8.132.142.90,0,419
54f66157-62ff-468a-8ecd-4ec7f82a4f71,8f57247b-e979-4aa2-b602-444518df4518,2025-04-02,18:37:46,44,Gold,Hong Kong,BOUTIQUE-NYC,ECLIPSE-EYE-10,Concealer,211.45,Debit Card,Mobile,165.21.248.10,0,230
cb58efa1-5517-4f1a-8ea4-782f3774bbb4,1b911bac-0b5a-492d-9cbb-53346f06aeb8,2025-03-03,13:18:09,44,Bronze,Miami,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Mascara,79.4,Gift Card,Laptop,15.42.160.152,0,54
07baafd9-637c-4424-8498-502b2175c722,4ff031a3-9518-4874-a83d-b74e18bf6adf,2025-07-16,06:21:14,51,Platinum,Shanghai,FLAGSHIP-LA,CELESTE-EYE-05,Concealer,287.08,Mobile Payment,Desktop,222.32.208.186,0,246
5a72570b-75ff-46af-9f7d-728915ce73cb,dc3cc91e-f179-4c95-8ff1-510807e5232b,2025-03-03,12:36:53,38,Silver,Milan,CONCESSION-LONDON,AURORA-LIP-01,Blush,106.2,Debit Card,Tablet,172.46.203.71,0,96
fdfb3d60-69c7-4216-8ce5-6cee9068987a,18fe1a22-6405-4333-8de2-155667080a35,2025-08-05,07:31:35,47,Silver,Geneva,POPUP-TOKYO,SOLAR-BLUSH-04,Setting Spray,299.91,Mobile Payment,Tablet,61.57.61.128,0,89
7cf2d958-b5cc-4c4d-965d-4223633cb322,204cd9e0-15c6-4afd-b539-c5b11ecaa350,2025-04-15,20:43:21,50,Gold,San Francisco,POPUP-TOKYO,AURORA-LIP-01,Lipstick,173.93,Gift Card,Laptop,128.46.121.62,0,171
f642f150-2dab-4967-95ea-6e44832ae368,3b3ce15a-cfee-4a3c-9a7a-4520cb08a7d9,2025-05-28,08:48:52,45,None,New York,FLAGSHIP-PARIS,AURORA-LIP-01,Highlighter,242.86,Credit Card,Desktop,198.160.168.199,0,184
f6d27b76-6eae-4335-adef-03a660b934f5,c5febd70-fbd9-4cb7-88bb-373cb8d2f042,2025-03-16,15:46:41,64,Silver,Paris,FLAGSHIP-PARIS,AURORA-LIP-01,Serum,50.55,Mobile Payment,Mobile,207.120.216.111,0,189
78f390a1-8847-4b34-8523-ed9384d183f8,7a78a536-bb08-4b83-9b63-6301ae2e7ef5,2025-07-09,23:31:29,50,Silver,London,FLAGSHIP-ROME,COSMIC-HIGHLIGHT-06,Lipstick,272.19,None,Desktop,37.54.89.109,1,399
465a66c6-a2be-4bb6-aca8-1fae37d62051,39985faa-ffce-4cba-9e19-ec4230e1c0a4,2025-04-18,05:46:50,22,Bronze,Sydney,BOUTIQUE-DUBAI,ORION-CONCEAL-09,Concealer,117.5,Mobile Payment,Tablet,249.140.225.209,0,202
51191549-d38b-4ac1-a36b-ea6fedc71143,1829770f-e81b-4c6f-864d-07a1bd89dfe1,2025-07-12,11:10:08,65,Silver,Dubai,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Foundation,216.98,Mobile Payment,Desktop,66.28.251.191,0,77
05ec17b6-7ab9-4530-a2ee-b7007696887c,56d9d54c-5d66-4904-b7c5-c02a4c28356a,2025-07-16,23:34:31,36,Bronze,Rome,FLAGSHIP-PARIS,AURORA-LIP-01,Lipstick,251.59,Gift Card,Mobile,180.57.162.216,0,476
f48388d5-ac94-4e49-8998-2377c611f037,8151ad1b-de62-4c58-b12d-7b3edfd6d82a,2025-02-24,05:58:56,21,Gold,Tokyo,FLAGSHIP-PARIS,SOLAR-BLUSH-04,Lipstick,91.04,Mobile Payment,Mobile,122.126.142.74,0,126
eba8621f-760a-4ab1-a0a3-f4d9dbfb26ec,3521693a-adf4-4bac-93e9-810ce621de02,2025-07-22,17:41:03,52,Silver,Zurich,FLAGSHIP-LA,ORION-CONCEAL-09,Highlighter,160.63,Debit Card,Laptop,93.243.188.157,0,224
d0c00e03-641e-4da3-9772-138bed85d596,14db9af6-6994-45d0-b7c4-da861cf67bf6,2025-03-06,16:02:53,34,Gold,Cannes,FLAGSHIP-ROME,ORION-CONCEAL-09,Highlighter,173.46,Debit Card,Tablet,6.17.27.122,0,98
10f2aa32-e948-48df-9d86-d07d52705225,477e8757-c369-42c2-9383-55de71f3ac3c,2025-06-01,02:52:42,61,Bronze,Cannes,FLAGSHIP-PARIS,AURORA-LIP-01,Lipstick,128.03,Credit Card,Desktop,65.196.158.185,0,391
c4a689fd-8a6d-4575-8cfd-83791f7a403b,7dd62680-2d06-447e-b838-4f6a502ff9a6,2025-08-01,01:48:00,45,Bronze,London,CONCESSION-LONDON,NEBULA-SERUM-07,Foundation,170.44,Credit Card,Desktop,232.62.121.226,0,359
f301103a-d636-4efc-af39-187d7f056300,ef3d4917-e16f-46cc-b286-23f27a91c56b,2025-07-13,13:08:53,47,Gold,Miami,FLAGSHIP-LA,AURORA-LIP-01,Setting Spray,129.39,Debit Card,Laptop,100.4.201.130,0,323
0bec7f24-ef91-4426-873a-55d3db9af3bf,c9ebe9d3-4528-42b1-846b-d4484c8d6ba3,2025-07-08,20:14:04,46,Bronze,Zurich,BOUTIQUE-DUBAI,NEBULA-SERUM-07,Eyeliner,140.19,Credit Card,Laptop,78.46.120.152,0,76
79269968-0621-44f8-8372-5e8f873cd9e5,f9c9268d-ad18-4cab-8c95-ee83f0c78978,2025-06-27,22:09:00,63,Bronze,Zurich,BOUTIQUE-NYC,AURORA-LIP-01,Foundation,217.33,Credit Card,Laptop,54.82.224.162,0,377
f14e659f-ddb5-47b8-a8d3-840b19ebb42a,66272365-9f8a-4d95-99fb-4759434980b4,2025-05-05,06:32:29,23,Bronze,London,FLAGSHIP-LA,SOLAR-BLUSH-04,Foundation,208.15,Debit Card,Tablet,226.208.17.140,0,439
821a7700-450c-4734-af42-9abbfa174fd8,d2563001-faa5-44b4-857f-6650554c3c09,2025-04-21,11:03:39,52,VIP,Sydney,BOUTIQUE-NYC,NEBULA-SERUM-07,Foundation,108.07,Debit Card,Desktop,222.41.251.241,0,270
b6da7648-c70f-478e-b722-aea9172dd846,5d6d6fd6-7f64-4925-9c06-2ca4727210e3,2025-04-07,20:42:59,58,Gold,Sydney,POPUP-TOKYO,COSMIC-HIGHLIGHT-06,Setting Spray,274.37,Debit Card,Laptop,189.211.170.216,0,171
18d4735d-592f-4bf9-b6b3-90d1a6894188,0589c7e9-d0f3-4d72-8bf4-489ff8e832f6,2025-08-04,19:58:30,54,Bronze,Los Angeles,FLAGSHIP-ROME,ORION-CONCEAL-09,Mascara,265.7,None,Tablet,225.51.82.133,0,410
588b0751-aaa0-4e5c-961d-5cb55fb0fa00,8f0925ef-af6c-4f34-8338-7e15cb9d5cf6,2025-05-05,21:31:01,41,Bronze,Paris,BOUTIQUE-DUBAI,AURORA-LIP-01,Mascara,177.27,Gift Card,Desktop,130.33.180.215,0,118
f9ddc5f0-4e88-43af-82f1-7f32f0459319,79ef6260-729b-4a5a-a85c-484323cd16f5,2025-04-16,00:34:35,46,Bronze,Miami,FLAGSHIP-ROME,ORION-CONCEAL-09,Foundation,158.31,Debit Card,Mobile,155.167.232.14,0,120
3a3a5ae2-04cb-4a39-8404-921e6d9b9cab,5defea71-c270-42ce-a8de-a42aa8f5860c,2025-04-22,13:00:01,63,Gold,Cannes,BOUTIQUE-DUBAI,AURORA-LIP-01,Eyeliner,144.21,Mobile Payment,Laptop,196.26.94.227,0,199
a93eca1e-d3e8-439c-ab0c-8a5564569abc,1e52781a-21ab-4d92-96a2-d38747df963b,2025-05-26,16:46:17,48,Gold,Geneva,FLAGSHIP-ROME,ECLIPSE-EYE-10,Concealer,226.82,Debit Card,Tablet,203.69.1.205,0,236
91786dac-4a3f-4ec0-805e-bf4b68fcdf74,f7a63284-046b-462d-a59d-16430d6fcc13,2025-03-19,17:18:01,52,Bronze,Monaco,FLAGSHIP-LA,ECLIPSE-EYE-10,Eyeshadow Palette,217.92,Gift Card,Desktop,52.156.160.42,0,480
f66e78dd-cbee-4901-a3f0-6a7f58b88a1d,246df56c-013a-4d10-8c12-eaa25fd5d478,2025-08-04,16:52:44,50,Bronze,Milan,FLAGSHIP-ROME,STELLAR-FOUND-03,Mascara,99.05,Credit Card,Desktop,29.80.127.66,0,422
a62b6d9d-cf1c-477f-8a80-b394999cc785,730f1ee9-73a8-4a66-bc9e-830493ffbcbb,2025-07-29,21:27:51,38,Bronze,Sydney,CONCESSION-SINGAPORE,AURORA-LIP-01,Serum,217.86,Mobile Payment,Laptop,217.210.163.231,0,295
b52ee806-094c-4c4a-8bf3-efe4258e0c94,4dc137e1-3f12-4d4a-a854-b40dd4300475,2025-05-01,05:06:58,49,Gold,Los Angeles,BOUTIQUE-DUBAI,STELLAR-FOUND-03,Highlighter,113.11,Mobile Payment,Laptop,123.68.133.88,0,245
cfa344d0-9cef-469d-8e93-a32d73940218,05a011ab-e73e-4f44-9083-3bc131f0e8ea,2025-06-11,03:33:09,40,Gold,Miami,BOUTIQUE-NYC,CELESTE-EYE-05,Setting Spray,54.64,Credit Card,Desktop,176.167.144.101,0,81
